Inicializando sensores...
Novo Neutro - Servo posicionado para PWM: 1370 - Ângulo: 37
Teste interrompido. Servo na posição mínima.
Teste iniciado.
1470,35.25,47,3223.00,02:19
1490,35.25,49,3156.00,02:20
1520,35.50,52,3103.00,02:20
1540,35.50,54,3166.00,02:20
1570,35.50,57,3093.00,02:20
1590,35.25,59,3117.00,02:21
1580,35.00,58,3441.00,02:21
1560,35.25,56,3181.00,02:21
1530,35.75,53,3234.00,02:21
1510,35.75,51,3346.00,02:22
1480,35.25,48,3789.00,02:22
1460,35.75,46,3376.00,02:22
1430,35.25,43,3216.00,02:22
1410,35.00,41,3215.00,02:23
1380,35.25,38,3485.00,02:23
1360,35.50,36,3807.00,02:23
1330,35.75,33,3223.00,02:23
1310,35.25,31,3215.00,02:24
1280,35.75,28,3086.00,02:24
1260,35.25,26,3440.00,02:24
1230,35.75,23,3423.00,02:24
1210,35.75,21,3363.00,02:25
1180,35.75,18,3247.00,02:25
1160,35.75,16,3295.00,02:25
1150,35.25,15,3275.00,02:25
1170,35.75,17,3136.00,02:26
1200,35.75,20,3128.00,02:26
1220,35.00,22,3363.00,02:26
1250,36.00,25,3179.00,02:26
1270,35.75,27,3152.00,02:27
1300,35.75,30,3431.00,02:27
1320,35.75,32,3141.00,02:27
1350,35.75,35,3162.00,02:27
1370,36.25,37,3201.00,02:28
1400,35.75,40,3129.00,02:28
1420,36.00,42,3237.00,02:28
1450,35.25,45,3231.00,02:28
1470,35.75,47,3140.00,02:29
1500,36.00,50,3191.00,02:29
1520,35.75,52,3133.00,02:29
1550,35.75,55,3138.00,02:29
1570,36.00,57,3355.00,02:30
1600,36.00,60,3127.00,02:30
1580,35.75,58,3348.00,02:30
1550,36.25,55,3174.00,02:30
1530,36.00,53,3198.00,02:31
1500,36.00,50,3397.00,02:31
1470,36.00,47,3583.00,02:31
1430,35.75,43,3703.00,02:32
1400,36.00,40,3120.00,02:32
1380,36.25,38,3197.00,02:32
1350,35.50,35,3233.00,02:32
1330,35.75,33,3664.00,02:33
1300,36.25,30,4095.00,02:33
1280,36.25,28,3248.00,02:33
1250,36.00,25,3339.00,02:33
1230,36.00,23,3357.00,02:34
1200,36.50,20,3723.00,02:34
1180,36.25,18,3670.00,02:34
1150,36.25,15,3239.00,02:34
1150,36.25,15,3147.00,02:35
1180,36.25,18,3190.00,02:35
1200,36.50,20,3125.00,02:35
1230,36.00,23,3137.00,02:35
1250,36.00,25,3325.00,02:36
1280,36.50,28,3187.00,02:36
1300,36.00,30,3151.00,02:36
1330,36.00,33,3280.00,02:36
1350,36.00,35,3136.00,02:37
1380,36.00,38,3154.00,02:37
1400,36.00,40,3226.00,02:37
1430,36.00,43,3137.00,02:37
1450,36.50,45,3142.00,02:38
1480,36.00,48,3374.00,02:38
1500,36.75,50,3142.00,02:38
1530,35.75,53,3133.00,02:39
1550,36.25,55,3151.00,02:39
1580,36.50,58,3153.00,02:39
1600,36.00,60,3185.00,02:39
1570,36.50,57,3521.00,02:40
1550,36.25,55,3597.00,02:40
1520,36.75,52,3183.00,02:40
1500,36.00,50,3131.00,02:40
1470,36.50,47,3233.00,02:41
1450,36.50,45,3440.00,02:41
1420,36.50,42,3544.00,02:41
1400,36.25,40,3306.00,02:41
1370,36.50,37,3081.00,02:42
1350,36.25,35,3254.00,02:42
1320,36.75,32,3666.00,02:42
1300,36.75,30,3847.00,02:42
1270,36.25,27,3187.00,02:43
1250,36.50,25,3227.00,02:43
1220,36.25,22,3361.00,02:43
1200,36.50,20,3523.00,02:43
1170,36.50,17,3619.00,02:44
1150,36.50,15,3349.00,02:44
1160,36.75,16,3157.00,02:44
1190,35.75,19,3168.00,02:44
1210,36.50,21,3223.00,02:45
1240,36.25,24,3167.00,02:45
1260,36.75,26,3135.00,02:45
1290,36.50,29,3099.00,02:45
1310,36.75,31,3109.00,02:46
1340,37.00,34,3063.00,02:46
1360,36.75,36,3334.00,02:46
1390,36.75,39,3088.00,02:46
1410,36.50,41,3136.00,02:47
1440,36.75,44,3104.00,02:47
1460,37.00,46,3152.00,02:47
1490,36.75,49,3099.00,02:47
1510,36.25,51,3155.00,02:48
1540,36.75,54,3101.00,02:48
1560,36.50,56,3131.00,02:48
1590,37.00,59,3142.00,02:48
1590,37.00,59,3189.00,02:49
1560,36.50,56,3479.00,02:49
1540,36.75,54,3609.00,02:49
1510,36.75,51,3200.00,02:49
1490,36.25,49,3211.00,02:50
1460,36.50,46,3090.00,02:50
1440,36.75,44,3367.00,02:50
1410,36.50,41,3639.00,02:50
1390,37.00,39,3409.00,02:51
1360,36.75,36,3216.00,02:51
1340,36.75,34,3281.00,02:51
1310,36.75,31,3611.00,02:51
1290,36.75,29,3881.00,02:52
1260,37.00,26,3191.00,02:52
1240,36.75,24,3233.00,02:52
1210,37.00,21,3301.00,02:52
1190,37.00,19,3503.00,02:53
1160,37.25,16,3472.00,02:53
1140,37.25,14,3203.00,02:53
1170,37.00,17,3177.00,02:53
1190,37.25,19,3161.00,02:54
1220,37.00,22,3171.00,02:54
1240,36.50,24,3334.00,02:54
1270,37.25,27,3123.00,02:54
1290,37.00,29,3156.00,02:55
1320,37.00,32,3248.00,02:55
1340,37.25,34,3131.00,02:55
1370,37.00,37,3158.00,02:55
1390,37.00,39,3138.00,02:56
1420,37.00,42,3147.00,02:56
1440,37.00,44,3146.00,02:56
1470,37.25,47,3359.00,02:56
1490,37.25,49,3120.00,02:57
1530,37.00,53,3099.00,02:57
1560,37.00,56,3150.00,02:57
1580,37.00,58,3287.00,02:58
1590,37.50,59,3147.00,02:58
1570,37.00,57,3211.00,02:58
1540,37.00,54,3083.00,02:58
1520,37.00,52,3552.00,02:59
1490,37.00,49,3980.00,02:59
1470,37.25,47,3180.00,02:59
1440,36.75,44,3209.00,02:59
1420,37.00,42,3280.00,03:00
1390,37.00,39,3553.00,03:00
1370,37.50,37,3792.00,03:00
1340,37.25,34,3378.00,03:00
1320,37.00,32,3227.00,03:01
1290,37.50,29,3312.00,03:01
1270,37.75,27,3543.00,03:01
1240,37.25,24,3589.00,03:01
1220,37.50,22,3199.00,03:02
1190,37.00,19,3266.00,03:02
1170,37.25,17,3271.00,03:02
1140,37.25,14,3796.00,03:02
1160,37.50,16,3130.00,03:03
1190,37.50,19,3094.00,03:03
1210,37.75,21,3153.00,03:03
1240,37.50,24,3173.00,03:03
1260,37.50,26,3238.00,03:04
1290,37.75,29,3143.00,03:04
1310,37.75,31,3066.00,03:04
1340,37.50,34,3392.00,03:04
1360,37.75,36,3133.00,03:05
1390,37.75,39,3161.00,03:05
1410,37.75,41,3146.00,03:05
1440,37.50,44,3083.00,03:05
1460,37.50,46,3242.00,03:06
1490,37.50,49,3174.00,03:06
1510,37.50,51,3117.00,03:06
1540,37.50,54,3215.00,03:06
1560,37.00,56,3103.00,03:07
1590,38.00,59,3133.00,03:07
1590,37.50,59,3349.00,03:07
1560,38.00,56,3169.00,03:07
1540,37.25,54,3222.00,03:08
1510,37.75,51,3221.00,03:08
1490,37.75,49,3510.00,03:08
1460,37.25,46,3310.00,03:08
1440,38.00,44,3200.00,03:09
1410,38.00,41,3216.00,03:09
1390,37.75,39,3243.00,03:09
1360,37.75,36,3743.00,03:09
1330,38.00,33,3815.00,03:10
1310,38.00,31,3216.00,03:10
1280,38.00,28,3238.00,03:10
1260,38.00,26,3417.00,03:10
1230,38.25,23,3678.00,03:11
1210,37.50,21,3475.00,03:11
