sep=,
Make,Model,Modulation,Weight (g),L (mm),C (mm),A (mm),TensãoTorque1,Torque1 (kgf.cm),TensãoTorque2,Torque2 (kgf.cm),TensãoTorque3,Torque3 (kgf.cm),TensãoTorque4,Torque4 (kgf.cm),TensãoTorque5,Torque5 (kgf.cm),TensãoSpeed1,Speed1 (°/s),TensãoSpeed2,Speed2 (°/s),TensãoSpeed3,Speed3 (°/s),TensãoSpeed4,Speed4 (°/s),TensãoSpeed5,Speed5 (°/s),Motor Type,Rotation,Gear Material,Typical Price
Hitec,HS-5735MG*,-,144.58,58.42,27.94,50.80,4.8,15.99,6.0,19.01,,,,,,,4.8,375.00,6.0,461.54,,,,,,,3-pole,Dual Bearings,Metal,$89.95
Hitec,HS-5745MG*,Digital,161.03,58.93,28.96,51.82,4.8,15.00,6.0,17.99,,,,,,,4.8,333.33,6.0,400.00,,,,,,,3-pole,Triple Bearings,Metal,-
Hitec,HS-5755MG*,Digital,172.36,58.93,28.96,51.82,4.8,20.02,6.0,24.99,,,,,,,4.8,333.33,6.0,400.00,,,,,,,-,Triple Bearings,Metal,$89.99
Hitec,HS-5765MH,Digital,172.08,58.93,28.96,51.82,6.0,20.02,7.4,24.99,,,,,,,6.0,375.00,7.4,461.54,,,,,,,3-pole,Triple Bearings,Metal,-
Hitec,HS-5805MG*,Digital,197.03,66.04,29.97,57.66,4.8,19.80,6.0,24.70,,,,,,,4.8,315.79,6.0,428.57,,,,,,,3-pole,Dual Bearings,Metal,$79.99
Hitec,HS-5925MG*,Digital,55.85,39.37,19.81,37.59,4.8,7.40,6.0,9.20,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Dual Bearings,Metal,$89.95
Hitec,HS-5945MG*,Digital,56.70,30.48,20.32,38.10,4.8,11.02,6.0,13.03,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$89.95
Hitec,HS-5955TG*,Digital,61.52,40.13,20.07,37.08,4.8,18.00,6.0,24.00,,,,,,,4.8,315.79,6.0,400.00,,,,,,,Coreless,Dual Bearings,Titanium,$98.98
Hitec,HS-5965MG*,Digital,62.09,40.13,20.07,37.08,4.8,8.00,6.0,9.94,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Titanium,$89.99
Hitec,HS-5975HB*,Digital,49.90,40.13,20.07,37.08,4.8,6.48,6.0,7.78,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Plastic,$89.95
Hitec,HS-5985MG*,Digital,62.09,40.13,20.07,37.08,4.8,10.40,6.0,12.39,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$89.99
Hitec,HS-5995TG*,Digital,62.09,40.13,20.07,37.08,4.8,18.00,6.0,24.05,,,,,,,4.8,400.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-5996TG*,Digital,,,,,4.8,5.98,6.0,7.99,,,,,,,4.8,461.54,6.0,600.00,,,,,,,-,-,Titanium,-
Hitec,HS-5997TG*,Digital,62.09,40.13,20.07,37.08,4.8,9.00,6.0,13.03,,,,,,,4.8,352.94,6.0,428.57,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-5998TG*,Digital,62.09,40.13,20.07,37.08,4.8,14.04,6.0,18.00,,,,,,,4.8,260.87,6.0,315.79,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-60*,Analog,13.61,25.40,12.70,22.86,4.8,1.11,6.0,1.30,,,,,,,4.8,300.00,6.0,375.00,,,,,,,3-pole,Bushing,Plastic,$23.95
Hitec,HS-605BB*,Analog,49.04,40.39,19.56,39.88,4.8,5.50,6.0,6.80,,,,,,,4.8,352.94,6.0,461.54,,,,,,,3-pole,Dual Bearings,Plastic,$59.95
Hitec,HS-605MG*,Analog,53.01,40.39,19.56,39.88,4.8,5.50,6.0,6.80,,,,,,,4.8,352.94,6.0,461.54,,,,,,,3-pole,Dual Bearings,Metal,$28.95
Hitec,HS-615MG*,Analog,60.10,40.64,20.32,38.10,6.0,9.51,,,,,,,,,6.0,352.94,,,,,,,,,-,Dual Bearings,Metal,$75.95
Hitec,HS-625MG*,Analog,55.00,40.39,19.56,37.59,4.8,5.47,6.0,6.77,,,,,,,4.8,333.33,6.0,400.00,,,,,,,3-pole,Dual Bearings,Metal,$28.95
Hitec,HS-635HB*,Analog,49.90,40.39,19.56,38.61,4.8,4.97,6.0,5.98,,,,,,,4.8,333.33,6.0,400.00,,,,,,,3-pole,Dual Bearings,Plastic,$29.99
Hitec,HS-645MG,Analog,55.00,40.39,19.56,37.59,4.8,7.70,6.0,9.58,,,,,,,4.8,250.00,6.0,300.00,,,,,,,3-pole,Dual Bearings,Metal,$39.95
Hitec,HS-646WP*,Analog,60.10,41.91,21.08,39.88,6.0,9.58,7.4,11.59,,,,,,,6.0,300.00,7.4,352.94,,,,,,,3-pole,Dual Bearings,Metal,$49.99
Hitec,HS-65HB,Analog,11.06,23.37,11.43,23.88,4.8,1.58,6.0,1.87,,,,,,,4.8,375.00,6.0,461.54,,,,,,,3-pole,Single Bearing,Plastic,$25.00
Hitec,HS-65MG,Analog,11.91,23.37,11.43,23.88,4.8,1.80,6.0,2.23,,,,,,,4.8,428.57,6.0,545.45,,,,,,,3-pole,Single Bearing,Metal,$35.00
Hitec,HS-6635HB*,Digital,51.88,39.62,19.56,38.61,4.8,5.00,6.0,6.00,,,,,,,4.8,333.33,6.0,400.00,,,,,,,3-pole,Dual Bearings,Plastic,$89.95
Hitec,HS-6965HB*,Digital,51.88,39.88,19.81,36.83,4.8,6.60,6.0,7.99,,,,,,,4.8,600.00,6.0,750.00,,,,,,,3-pole,Dual Bearings,Plastic,$84.99
Hitec,HS-6975HB*,Digital,51.88,39.88,19.81,36.83,4.8,8.60,6.0,10.40,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Plastic,-
Hitec,HS-6985HB*,Digital,51.60,39.88,20.07,38.10,4.8,10.30,,,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Plastic,-
Hitec,HS-700BB*,Analog,102.06,58.93,28.96,51.82,4.8,10.00,6.0,12.50,,,,,,,4.8,272.73,6.0,352.94,,,,,,,3-pole,Single Bearing,Plastic,$25.95
Hitec,HS-705MG*,-,133.81,59.18,28.96,52.07,4.8,11.60,6.0,14.50,,,,,,,4.8,230.77,6.0,300.00,,,,,,,3-pole,Single Bearing,Plastic,$35.95
Hitec,HS-70MG,Analog,14.17,23.37,11.43,28.96,4.8,2.38,6.0,3.02,,,,,,,4.8,352.94,6.0,428.57,,,,,,,3-pole,Single Bearing,Metal,$33.99
Hitec,HS-7115TH,Digital,20.13,25.91,7.87,38.10,6.0,3.17,7.4,3.89,,,,,,,6.0,500.00,7.4,600.00,,,,,,,3-pole,Dual Bearings,Titanium,-
Hitec,HS-715BB*,-,101.77,58.93,28.96,51.82,4.8,11.60,6.0,14.50,,,,,,,4.8,240.00,6.0,315.79,,,,,,,3-pole,Single Bearing,Plastic,$35.95
Hitec,HS-7235MH,Digital,34.02,32.51,16.76,32.77,6.0,3.60,7.4,4.39,,,,,,,6.0,666.67,7.4,750.00,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-7245MH,Digital,34.02,32.51,16.76,32.77,6.0,5.18,7.4,6.41,,,,,,,6.0,461.54,7.4,545.45,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-725BB*,-,110.56,58.93,28.96,51.82,4.8,11.60,6.0,14.50,,,,,,,4.8,40.00,6.0,54.55,,,,,,,3-pole,Single Bearing,Plastic,$48.95
Hitec,HS-755HB,Analog,110.00,58.93,28.96,49.78,4.8,11.02,6.0,13.18,,,,,,,4.8,214.29,6.0,260.87,,,,,,,3-pole,Dual Bearings,Plastic,$36.00
Hitec,HS-755MG,Analog,116.80,58.93,28.96,49.78,4.8,12.03,6.0,14.40,,,,,,,4.8,214.29,6.0,260.87,,,,,,,3-pole,Dual Bearings,Metal,$51.99
Hitec,HS-75BB,Analog,34.87,43.94,22.86,24.89,4.8,6.62,6.0,8.21,,,,,,,4.8,133.33,6.0,176.47,,,,,,,3-pole,Single Bearing,Plastic,$17.95
Hitec,HS-765HB,Analog,110.00,58.93,28.96,49.78,4.8,11.02,6.0,13.18,,,,,,,4.8,214.29,6.0,260.87,,,,,,,3-pole,Dual Bearings,Plastic,-
Hitec,HS-7775MG*,Digital,48.76,40.39,20.83,25.40,4.8,7.20,6.0,9.00,,,,,,,4.8,500.00,6.0,600.00,,,,,,,Coreless,Dual Bearings,Metal,$89.99
Hitec,HS-77BB,Analog,34.87,43.94,22.86,24.89,4.8,4.39,6.0,5.47,,,,,,,4.8,333.33,6.0,428.57,,,,,,,3-pole,Single Bearing,Plastic,$25.95
Hitec,HS-785HB,Analog,110.00,58.93,28.96,49.78,4.8,11.02,6.0,13.18,,,,,,,4.8,35.71,6.0,43.48,,,,,,,3-pole,Dual Bearings,Plastic,-
Hitec,HS-7940TH*,Digital,64.92,39.88,20.07,38.10,6.0,13.03,7.4,15.99,,,,,,,6.0,750.00,7.4,857.14,,,,,,,Coreless,Dual Bearings,Titanium,$139.95
Hitec,HS-7945TH*,Digital,68.04,39.88,20.07,38.10,6.0,18.00,7.4,22.97,,,,,,,6.0,500.00,7.4,600.00,,,,,,,Coreless,Dual Bearings,Titanium,$149.99
Hitec,HS-7950TH*,Digital,64.92,39.88,20.07,38.10,6.0,29.02,7.4,35.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,$129.99
Hitec,HS-7954SH*,Digital,68.04,39.88,19.81,36.83,6.0,23.98,7.4,29.02,,,,,,,6.0,400.00,7.4,500.00,,,,,,,Coreless,Dual Bearings,Metal,$99.99
Hitec,HS-7955TG*,Digital,64.92,39.88,19.81,36.83,4.8,18.00,6.0,23.98,,,,,,,4.8,315.79,6.0,400.00,,,,,,,Coreless,Dual Bearings,Titanium,$119.95
Hitec,HS-7956SHR*,Digital,82.21,39.88,19.81,36.83,6.0,20.02,7.4,24.48,,,,,,,6.0,400.00,7.4,500.00,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-7965MG*,Digital,62.09,39.88,19.81,36.83,4.8,7.99,6.0,10.01,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Metal,$94.99
Hitec,HS-7966HB*,Digital,53.01,39.88,19.81,36.83,4.8,6.62,6.0,7.99,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Dual Bearings,Plastic,$89.99
Hitec,HS-7975HB*,Digital,53.01,39.88,19.81,36.83,4.8,6.62,6.0,8.21,,,,,,,4.8,428.57,6.0,545.45,,,,,,,Coreless,Dual Bearings,Plastic,$79.99
Hitec,HS-7980TH*,Digital,78.24,43.69,22.35,39.88,6.0,36.00,7.4,44.00,,,,,,,6.0,285.71,7.4,352.94,,,,,,,Coreless,Dual Bearings,Titanium,$134.00
Hitec,HS-7985MG,Digital,62.09,39.88,19.81,36.83,4.8,10.37,6.0,12.39,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$89.99
Hitec,HS-805BB,Analog,151.95,66.04,29.97,57.66,4.8,19.80,6.0,24.70,,,,,,,4.8,315.79,6.0,428.57,,,,,,,3-pole,Dual Bearings,Plastic,$39.99
Hitec,HS-805MG,Analog,197.03,66.04,29.97,57.66,4.8,19.80,6.0,24.70,,,,,,,4.8,272.73,6.0,333.33,,,,,,,3-pole,Dual Bearings,Metal,$59.99
Hitec,HS-81,Analog,16.44,29.72,11.94,29.46,4.8,2.59,6.0,3.02,,,,,,,4.8,545.45,6.0,666.67,,,,,,,3-pole,Bushing,Plastic,$17.95
Hitec,HS-815BB*,Analog,151.95,65.79,29.97,57.40,4.8,19.80,6.0,24.70,,,,,,,4.8,315.79,6.0,428.57,,,,,,,3-pole,Dual Bearings,Plastic,$44.99
Hitec,HS-81MG*,Analog,18.99,29.72,11.94,29.46,4.8,2.60,6.0,3.00,,,,,,,4.8,545.45,6.0,666.67,,,,,,,3-pole,Bushing,Plastic,$22.95
Hitec,HS-82HD*,Analog,16.44,29.72,11.94,29.46,4.8,2.79,6.0,3.40,,,,,,,4.8,500.00,6.0,600.00,,,,,,,3-pole,Bushing,Plastic,$16.49
Hitec,HS-82MG,Analog,18.71,29.72,11.94,29.46,4.8,2.81,6.0,3.38,,,,,,,4.8,500.00,6.0,600.00,,,,,,,3-pole,Bushing,Metal,$22.95
Hitec,HS-8330SH*,Digital,66.05,39.88,19.81,37.08,6.0,10.01,7.4,13.03,,,,,,,6.0,666.67,7.4,857.14,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-8335SH*,Digital,64.07,39.88,19.81,37.08,6.0,18.51,7.4,23.98,,,,,,,6.0,375.00,7.4,461.54,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-8360TH*,Digital,68.04,39.88,20.07,38.10,6.0,13.47,7.4,16.49,,,,,,,6.0,750.00,7.4,857.14,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-8361TH*,Digital,77.96,39.88,20.07,38.10,6.0,13.47,7.4,16.49,,,,,,,6.0,750.00,7.4,857.14,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-8370TH*,Digital,68.04,39.88,20.07,38.10,6.0,18.00,7.4,22.97,,,,,,,6.0,500.00,7.4,600.00,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-8380TH*,Digital,68.04,39.88,20.07,38.10,6.0,29.02,7.4,35.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-8381TH*,Digital,77.96,39.88,20.07,38.10,6.0,29.02,7.4,35.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-8385TH*,Digital,68.04,39.88,20.07,38.10,6.0,29.02,7.4,35.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,-
Hitec,HS-85BB,Analog,18.99,28.96,12.95,29.97,4.8,3.02,6.0,3.53,,,,,,,4.8,375.00,6.0,428.57,,,,,,,3-pole,Single Bearing,Plastic,$22.95
Hitec,HS-85MG,Analog,21.83,28.96,12.95,29.97,4.8,3.02,6.0,3.53,,,,,,,4.8,375.00,6.0,428.57,,,,,,,3-pole,Single Bearing,Metal,$29.95
Hitec,HS-8775MG*,Digital,48.76,40.39,21.08,25.40,4.8,7.20,6.0,9.00,,,,,,,4.8,500.00,6.0,600.00,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HS-900SGS*,Digital,362.87,64.01,33.02,72.90,11.1,65.02,,,,,,,,,11.1,300.00,14.9,400.00,,,,,,,5-pole,Dual Bearings,Metal,-
Hitec,HS-925MG*,Analog,56.70,39.37,19.81,37.59,4.8,4.80,6.0,7.70,,,,,,,4.8,300.00,6.0,545.45,,,,,,,Coreless,Dual Bearings,Metal,$73.99
Hitec,HS-945MG*,Analog,55.85,39.37,19.81,37.59,4.8,8.80,6.0,11.00,,,,,,,4.8,375.00,6.0,500.00,,,,,,,Coreless,Dual Bearings,Metal,$73.95
Hitec,HS-965MG*,Analog,62.09,39.88,19.81,36.83,4.8,7.40,6.0,9.50,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Metal,$63.99
Hitec,HS-985MG*,Analog,62.09,39.88,19.81,36.83,4.8,9.60,6.0,12.40,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$69.99
Hitec,HS-M7990TH*,Digital,78.81,43.69,22.35,39.88,6.0,36.00,7.4,44.00,,,,,,,6.0,285.71,7.4,352.94,,,,,,,Coreless,Dual Bearings,Titanium,$175.99
Hitec,HSB-9360TH,Digital,68.04,39.88,20.07,38.10,6.0,16.99,7.4,16.99,,,,,,,6.0,750.00,7.4,1000.00,,,,,,,Brushless,Dual Bearings,Titanium,-
Hitec,HSB-9370TH,Digital,68.04,39.88,20.07,38.10,6.0,24.99,7.4,24.99,,,,,,,6.0,500.00,7.4,600.00,,,,,,,Brushless,Dual Bearings,Titanium,-
Hitec,HSB-9380TH,Digital,68.04,39.88,20.07,38.10,6.0,33.99,7.4,33.99,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Brushless,Dual Bearings,Titanium,-
Hitec,HSB-9381TH,Digital,72.01,39.88,20.07,38.10,6.0,33.99,7.4,33.99,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Brushless,Dual Bearings,Titanium,$189.99
Hitec,HSB-9465SH*,Digital,62.09,39.88,19.81,36.83,6.0,13.47,7.4,13.47,,,,,,,6.0,666.67,7.4,857.14,,,,,,,Brushless,Dual Bearings,Metal,-
Hitec,HSB-9475SH*,Digital,62.09,39.88,19.81,36.83,6.0,19.37,7.4,19.37,,,,,,,6.0,461.54,7.4,600.00,,,,,,,Brushless,Dual Bearings,Metal,-
Hitec,HSB-9485SH,Digital,62.09,39.88,19.81,36.83,6.0,25.99,7.4,25.99,,,,,,,6.0,333.33,7.4,400.00,,,,,,,Brushless,Dual Bearings,Metal,-
Hitec,HSC-5995TG*,Digital,62.09,39.88,20.07,37.08,6.0,24.05,7.4,30.03,,,,,,,6.0,400.00,7.4,500.00,,,,,,,-,Dual Bearings,Titanium,-
Hitec,HSC-5996TG*,Digital,61.52,39.88,20.07,38.10,4.8,6.41,6.0,13.03,,,,,,,4.8,461.54,6.0,600.00,,,,,,,-,Dual Bearings,Titanium,$94.99
Hitec,HSC-5997TG*,Digital,61.52,39.88,20.07,38.10,4.8,9.72,6.0,18.00,,,,,,,4.8,352.94,6.0,428.57,,,,,,,-,Dual Bearings,Titanium,-
Hitec,HSC-5998TG*,Digital,61.52,39.88,20.07,38.10,4.8,14.40,6.0,5.90,,,,,,,4.8,260.87,6.0,315.79,,,,,,,-,Dual Bearings,Titanium,-
Hitec,HSG-5083MG*,Digital,21.83,33.02,28.96,29.97,4.8,1.51,6.0,1.87,,,,,,,4.8,857.14,6.0,1200.00,,,,,,,3-pole,Single Bearing,Metal,$54.99
Hitec,HSG-5084MG*,Digital,21.55,28.96,12.95,29.97,4.8,1.51,6.0,1.87,,,,,,,4.8,857.14,6.0,1200.00,,,,,,,3-pole,Single Bearing,Metal,$39.00
Hitec,HSG-8315BH*,Digital,60.10,39.88,20.07,38.10,6.0,4.32,7.4,5.33,,,,,,,6.0,1200.00,7.4,1500.00,,,,,,,Coreless,Dual Bearings,Plastic,-
Hitec,HSR-1425CR,Analog,41.67,40.39,19.56,36.58,4.8,2.81,6.0,3.38,,,,,,,4.8,260.87,6.0,315.79,,,,,,,3-pole,Dual Bearings,Plastic,$16.99
Hitec,HSR-2645CR,-,53.01,40.39,19.56,37.59,4.8,7.99,6.0,10.01,7.4,12.03,,,,,,,,,,,,,,,-,Dual Bearings,Metal,$33.99
Hitec,HSR-5498SG*,Digital,59.82,39.88,19.81,36.83,6.0,11.00,7.4,13.50,,,,,,,6.0,272.73,7.4,315.79,,,,,,,3-pole,Dual Bearings,Metal,-
Hitec,HSR-5980SG*,Digital,70.02,39.88,19.81,36.83,6.0,24.00,7.4,30.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Metal,-
Hitec,HSR-5990TG*,Digital,68.04,39.88,19.81,36.83,6.0,24.00,7.4,30.00,,,,,,,6.0,352.94,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,$119.99
Hitec,HSR-5995TG*,Digital,61.52,39.88,20.07,38.10,6.0,24.00,7.4,30.00,,,,,,,6.0,400.00,7.4,500.00,,,,,,,Coreless,Dual Bearings,Titanium,$114.99
Hitec,HSR-8498HB*,Digital,54.71,39.88,19.81,36.83,6.0,7.40,7.4,9.00,,,,,,,6.0,300.00,7.4,333.33,,,,,,,3-pole,Dual Bearings,Plastic,-
Hitec,MD485HW,-,45.08,39.88,19.81,38.10,4.8,4.82,8.4,7.42,,,,,,,4.8,300.00,8.4,400.00,,,,,,,Brushed,Single Bearing,Plastic,$34.99
Hitec,MD89MW,-,24.95,28.96,12.95,29.97,4.8,5.47,7.4,8.50,,,,,,,4.8,352.94,7.4,545.45,,,,,,,Coreless,Dual Bearings,Metal,$99.22
Hitec,MD950TW,-,68.04,39.88,19.81,37.08,4.8,21.03,7.4,35.00,,,,,,,4.8,260.87,7.4,428.57,,,,,,,Coreless,Dual Bearings,Titanium,$139.99
Hitec,MD980TW,-,79.10,43.69,22.35,39.88,4.8,36.00,7.4,44.00,,,,,,,4.8,285.71,7.4,352.94,,,,,,,Coreless,Dual Bearings,Titanium,$209.99
Hobbico,CS-110*,Digital,17.86,30.48,12.70,27.94,4.8,2.59,6.0,3.31,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,Single Bearing,Hybrid,-
Hobbico,CS-115*,Digital,17.86,30.48,12.70,27.94,4.8,3.60,6.0,4.18,,,,,,,4.8,300.00,6.0,375.00,,,,,,,-,Single Bearing,Hybrid,-
Hobbico,CS-12*,Analog,17.86,30.48,12.70,27.94,4.8,2.52,6.0,2.88,,,,,,,4.8,545.45,6.0,666.67,,,,,,,-,Bushing,Plastic,$15.99
Hobbico,CS-12MG*,Analog,18.99,30.48,12.70,27.94,4.8,2.59,6.0,3.02,,,,,,,4.8,545.45,6.0,666.67,,,,,,,-,Bushing,Metal,$21.99
Hobbico,CS-31*,-,26.37,33.02,12.70,30.48,4.8,1.44,,,,,,,,,4.8,272.73,,,,,,,,,-,-,-,-
Hobbico,CS-35*,Analog,26.93,33.02,17.78,30.48,4.8,3.96,6.0,4.82,,,,,,,4.8,428.57,6.0,545.45,,,,,,,-,Single Bearing,Plastic,$21.99
Hobbico,CS-35MG*,Analog,30.90,33.02,17.78,30.48,4.8,3.96,6.0,4.82,,,,,,,4.8,428.57,6.0,545.45,,,,,,,-,Bushing,Metal,$24.99
Hobbico,CS-5*,Analog,9.92,22.86,10.16,20.32,4.8,1.22,6.0,1.50,,,,,,,4.8,545.45,6.0,666.67,,,,,,,-,Bushing,-,$19.99
Hobbico,CS-55*,Analog,45.93,40.64,20.32,35.56,4.8,3.10,6.0,3.74,,,,,,,4.8,300.00,6.0,352.94,,,,,,,-,Dual Bearings,Plastic,$11.99
Hobbico,CS-59*,Analog,34.87,43.18,22.86,25.40,4.8,4.39,6.0,5.47,,,,,,,4.8,333.33,6.0,428.57,,,,,,,-,Single Bearing,Hybrid,$24.99
Hobbico,CS-60*,Analog,49.04,40.64,20.32,35.56,4.8,3.02,6.0,3.53,,,,,,,4.8,315.79,6.0,375.00,,,,,,,-,Bushing,Plastic,$8.99
Hobbico,CS-63*,Analog,34.87,43.18,22.86,25.40,4.8,6.55,6.0,7.92,,,,,,,4.8,120.00,6.0,150.00,,,,,,,-,Single Bearing,Plastic,$27.99
Hobbico,CS-64*,Analog,49.90,40.64,20.32,38.10,4.8,4.97,6.0,5.98,,,,,,,4.8,333.33,6.0,400.00,,,,,,,3-pole,Dual Bearings,Plastic,$22.99
Hobbico,CS-65*,-,48.76,40.64,20.32,40.64,4.8,5.54,,,,,,,,,4.8,375.00,,,,,,,,,-,Dual Bearings,Metal,-
Hobbico,CS-67*,Analog,45.93,40.64,20.32,35.56,4.8,3.10,6.0,3.74,,,,,,,4.8,300.00,6.0,352.94,,,,,,,-,Dual Bearings,Plastic,$13.99
Hobbico,CS-70MG*,Analog,60.10,40.64,20.32,38.10,4.8,7.70,6.0,9.58,,,,,,,4.8,250.00,6.0,300.00,,,,,,,-,Dual Bearings,Metal,$34.99
Hobbico,CS-72*,-,101.21,58.42,27.94,50.80,4.8,9.43,,,,,,,,,4.8,272.73,,,,,,,,,-,Single Bearing,-,-
Hobbico,CS-73*,Analog,110.00,58.42,27.94,50.80,4.8,11.02,6.0,13.11,,,,,,,4.8,214.29,6.0,260.87,,,,,,,-,Dual Bearings,Plastic,$24.99
Hobbico,CS-80*,Analog,151.95,66.04,30.48,58.42,4.8,19.80,6.0,24.05,,,,,,,4.8,315.79,6.0,428.57,,,,,,,-,Dual Bearings,Plastic,-
Hobbico,CS126*,Digital,39.97,38.10,20.32,35.56,4.8,4.39,6.0,5.47,,,,,,,4.8,260.87,6.0,333.33,,,,,,,-,Dual Bearings,Plastic,$22.99
Hobbico,CS140*,Digital,53.01,40.64,20.32,38.10,4.8,4.75,6.0,5.98,,,,,,,4.8,333.33,6.0,461.54,,,,,,,3-pole,Dual Bearings,Metal,$34.99
Hobbico,CS150*,Digital,53.86,40.64,20.32,38.10,4.8,11.67,6.0,13.90,,,,,,,4.8,230.77,6.0,285.71,,,,,,,3-pole,Dual Bearings,Metal,$39.99
Hobbico,CS160*,Digital,60.10,40.64,20.32,38.10,4.8,7.92,6.0,9.43,,,,,,,4.8,352.94,6.0,428.57,,,,,,,-,Dual Bearings,Metal,$49.99
Hobbico,CS170*,Digital,62.09,40.64,20.32,38.10,4.8,18.00,6.0,23.98,,,,,,,4.8,315.79,6.0,400.00,,,,,,,-,Dual Bearings,Titanium,$89.99
Hobby Electronics,HDS-277*,Digital,64.92,40.89,20.07,35.05,4.8,4.00,,,,,,,,,4.8,545.45,,,,,,,,,-,Dual Bearings,-,$25.00
Hobby Electronics,HES-088*,Analog,100.07,58.93,28.96,52.07,4.8,8.00,,,,,,,,,4.8,315.79,,,,,,,,,-,Dual Bearings,Plastic,-
Hobby Electronics,HES-088M*,Analog,125.02,58.93,28.96,52.07,4.8,12.00,,,,,,,,,4.8,260.87,,,,,,,,,-,Dual Bearings,Plastic,-
Hobby Electronics,HES-1088*,Analog,161.88,49.02,28.96,55.12,4.8,25.00,,,,,,,,,4.8,400.00,,,,,,,,,-,Dual Bearings,Metal,-
Hobby Electronics,HES-1188*,Analog,53.01,40.89,20.07,40.89,4.8,5.00,,,,,,,,,4.8,272.73,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-1188BFM*,Analog,66.90,40.89,20.07,40.89,4.8,10.00,,,,,,,,,4.8,300.00,,,,,,,,,-,Dual Bearings,Metal,-
Hobby Electronics,HES-1188M*,Analog,62.94,40.89,20.07,40.89,4.8,5.00,,,,,,,,,4.8,272.73,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-188*,Analog,53.01,40.89,20.07,40.89,4.8,3.50,,,,,,,,,4.8,260.87,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-188M*,Analog,62.94,40.89,20.07,40.89,4.8,3.50,,,,,,,,,4.8,260.87,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-288*,Analog,41.96,40.89,20.07,35.05,4.8,2.50,,,,,,,,,4.8,272.73,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-388*,Analog,30.05,37.08,18.03,29.97,4.8,2.40,,,,,,,,,4.8,352.94,,,,,,,,,-,-,-,-
Hobby Electronics,HES-388M*,Analog,37.99,37.08,18.03,29.97,4.8,2.40,,,,,,,,,4.8,352.94,,,,,,,,,-,-,-,-
Hobby Electronics,HES-488*,Analog,28.92,30.99,16.00,30.48,4.8,1.80,,,,,,,,,4.8,428.57,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-488M*,Analog,32.03,30.99,16.00,30.48,4.8,2.00,,,,,,,,,4.8,428.57,,,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-490*,Analog,4.82,20.07,7.87,6.10,4.8,1.00,6.0,1.30,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,Plastic,-
Hobby Electronics,HES-588*,Analog,17.86,27.94,13.46,27.94,4.8,2.20,,,,,,,,,4.8,352.94,,,,,,,,,-,-,Plastic,-
