sep=,
Make,Model,Modulation,Weight (g),L (mm),C (mm),A (mm),TensãoTorque1,Torque1 (kgf.cm),TensãoTorque2,Torque2 (kgf.cm),TensãoTorque3,Torque3 (kgf.cm),TensãoTorque4,Torque4 (kgf.cm),TensãoTorque5,Torque5 (kgf.cm),TensãoSpeed1,Speed1 (°/s),TensãoSpeed2,Speed2 (°/s),TensãoSpeed3,Speed3 (°/s),TensãoSpeed4,Speed4 (°/s),TensãoSpeed5,Speed5 (°/s),Motor Type,Rotation,Gear Material,Typical Price
Spektrum,H2040L,Analog,290.02,22.86,17.78,10.16,4.2,0.84,,,,,,,,,4.2,461.54,4.2,461.54,,,,,,,Brushed,Single Bearing,Nylon,$19.99
Spektrum,H2040LW,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,$17.99
Spektrum,H2040T,Analog,2.83,22.86,17.78,10.16,4.2,0.69,,,,,,,,,4.2,857.14,4.2,857.14,,,,,,,Brushed,Single Bearing,Nylon,$21.49
Spektrum,H2045,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,$17.99
Spektrum,H2065,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,$24.99
Spektrum,H2070,Digital,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,$29.99
Spektrum,H2070T,Digital,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,$22.99
Spektrum,H2080,-,11.91,,,,5.0,1.01,,,,,,,,,5.0,600.00,5.0,600.00,,,,,,,-,-,Hybrid,$34.99
Spektrum,H3000*,Digital,13.32,11.94,22.86,25.40,6.0,2.20,,,,,,,,,6.0,666.67,,,,,,,,,Brushed,Single Bearing,Metal,$34.99
Spektrum,H3020*,Digital,12.47,23.62,11.43,25.40,4.8,1.30,6.0,1.58,,,,,,,4.8,666.67,6.0,750.00,,,,,,,Coreless,Single Bearing,Metal,$24.99
Spektrum,H3050,Digital,13.04,23.11,11.94,29.72,4.8,2.09,,,,,,,,,,,,,,,,,,,-,-,Metal,$34.99
Spektrum,H3055,Digital,13.04,23.11,11.94,29.72,4.8,2.09,6.0,2.59,,,,,,,4.8,857.14,4.8,857.14,,,,,,,-,Single Bearing,Metal,$34.99
Spektrum,H3065,Digital,13.04,23.11,11.94,29.72,4.8,0.86,6.0,1.14,,,,,,,4.8,1500.00,4.8,1500.00,,,,,,,-,Single Bearing,Metal,$34.99
Spektrum,H5000*,Digital,26.08,35.56,15.24,27.94,6.0,4.61,,,,,,,,,6.0,545.45,,,,,,,,,Coreless,Dual Bearings,Plastic,$54.99
Spektrum,H5010*,Digital,29.48,35.05,14.99,28.96,6.0,4.60,,,,,,,,,6.0,545.45,,,,,,,,,Coreless,Dual Bearings,Metal,$67.99
Spektrum,H6010*,Digital,49.04,40.89,20.07,39.12,6.0,7.20,,,,,,,,,6.0,428.57,,,,,,,,,Brushed,Dual Bearings,Metal,$39.99
Spektrum,H6040*,Digital,52.45,40.64,20.32,38.10,6.0,12.03,,,,,,,,,6.0,750.00,,,,,,,,,Coreless,Dual Bearings,Titanium,$79.99
Spektrum,H6050,Digital,62.09,39.88,20.07,38.35,6.0,11.52,,,,,,,,,6.0,600.00,6.0,600.00,,,,,,,Brushed,Dual Bearings,Metal,$69.99
Spektrum,H6060,Digital,62.09,39.88,19.81,39.88,6.0,6.19,,,,,,,,,6.0,1000.00,6.0,1000.00,,,,,,,-,Dual Bearings,Metal,$69.99
Spektrum,H6350,Digital,72.01,39.88,20.07,37.85,8.4,29.98,,,,,,,,,8.4,1000.00,8.4,1000.00,,,,,,,Brushless,Dual Bearings,Metal,$179.99
Spektrum,H6360,Digital,73.71,39.88,20.07,37.85,8.4,7.55,,,,,,,,,8.4,1500.00,8.4,1500.00,,,,,,,Brushless,Dual Bearings,Metal,$179.99
Spektrum,S2000,Analog,1.98,16.76,22.10,8.38,4.2,0.20,,,,,,,,,4.2,428.57,4.2,428.57,,,,,,,Brushed,-,Plastic,$19.99
Spektrum,S401,-,,101.60,50.80,14.22,,,,,,,,,,,,,,,,,,,,,-,-,-,$23.99
Spektrum,S5410,Digital,204.12,66.04,29.97,57.66,8.4,59.05,,,,,,,,,8.4,428.57,8.4,428.57,,,,,,,-,-,Metal,$119.99
Spektrum,S6000*,Digital,41.96,40.64,20.32,38.10,6.0,6.48,,,,,,,,,6.0,428.57,,,,,,,,,Brushed,Dual Bearings,Plastic,$29.99
Spektrum,S6010*,Digital,49.04,40.64,20.32,38.10,6.0,7.20,,,,,,,,,6.0,428.57,,,,,,,,,Brushed,Dual Bearings,Metal,$39.99
Spektrum,S602,Digital,,40.13,20.32,29.21,4.8,3.17,6.0,3.89,,,,,,,,,,,,,,,,,-,-,Nylon,$40.99
Spektrum,S6020,Digital,49.04,40.64,20.32,38.10,6.0,10.51,,,,,,,,,6.0,315.79,,,,,,,,,Brushed,Dual Bearings,Metal,$37.99
Spektrum,S6030*,Digital,52.45,40.89,20.07,38.10,6.0,20.02,,,,,,,,,6.0,400.00,,,,,,,,,Coreless,Dual Bearings,Titanium,$84.99
Spektrum,S6040*,Digital,52.45,40.13,20.07,37.08,6.0,12.03,,,,,,,,,6.0,750.00,,,,,,,,,Coreless,Dual Bearings,Titanium,$79.99
Spektrum,S605,Analog,,,,,6.0,11.59,,,,,,,,,,,,,,,,,,,-,-,Nylon,$24.99
Spektrum,S605,-,,101.60,50.80,27.94,,,,,,,,,,,,,,,,,,,,,-,-,Metal,$24.99
Spektrum,S606,-,,59.44,28.96,55.12,6.0,38.72,7.2,40.00,,,,,,,,,,,,,,,,,-,-,-,$16.99
Spektrum,S6070*,Digital,44.51,40.89,20.32,25.40,4.8,7.00,6.0,9.00,,,,,,,4.8,600.00,6.0,666.67,,,,,,,Coreless,Dual Bearings,Metal,$79.99
Spektrum,S612HV,-,,39.88,20.07,37.59,7.4,12.00,,,,,,,,,7.4,300.00,7.4,300.00,,,,,,,-,-,-,$44.99
Spektrum,S614,Digital,62.09,45.72,20.32,40.64,6.0,14.50,,,,,,,,,,,,,,,,,,,Brushed,Dual Bearings,Metal,$26.99
Spektrum,S6170,Digital,,,,,4.8,5.04,6.0,5.76,,,,,,,6.0,428.57,6.0,428.57,,,,,,,-,Single Bearing,Plastic,$31.99
Spektrum,S6230,Digital,59.53,40.89,20.83,29.97,6.0,22.39,,,,,,,,,6.0,428.57,,,,,,,,,-,Dual Bearings,Metal,$89.99
Spektrum,S6240,Digital,59.53,40.89,20.83,29.97,6.0,14.98,,,,,,,,,6.0,750.00,,,,,,,,,-,Dual Bearings,Metal,$89.99
Spektrum,S6245,Digital,62.37,40.89,20.83,29.97,6.0,14.83,7.4,19.15,,,,,,,,,,,,,,,,,-,Dual Bearings,Metal,$129.99
Spektrum,S6250,Digital,65.20,40.89,20.83,31.75,6.0,19.51,7.4,24.41,8.4,27.51,,,,,8.4,666.67,,,,,,,,,-,Dual Bearings,Metal,$119.99
Spektrum,S6260,Digital,65.20,40.89,20.83,31.75,6.0,12.03,7.4,15.12,8.4,17.35,,,,,8.4,1000.00,,,,,,,,,-,Dual Bearings,Metal,$119.99
Spektrum,S6285,Digital,,81.79,20.83,26.42,8.4,35.72,,,,,,,,,8.4,600.00,,,,,,,,,-,-,Metal,$169.99
Spektrum,S6295,Digital,,39.88,19.81,28.45,8.4,29.96,,,,,,,,,8.4,1000.00,,,,,,,,,-,-,Metal,$189.99
Spektrum,S650,-,,40.13,20.07,39.37,6.0,5.90,,,,,,,,,,,,,,,,,,,-,-,Nylon,$22.99
Spektrum,S651,-,,,,,6.0,6.34,7.2,7.42,,,,,,,,,,,,,,,,,-,-,Metal,$41.99
Spektrum,S652,-,,40.13,20.07,39.37,6.0,16.49,7.2,18.94,,,,,,,,,,,,,,,,,-,-,Metal,$51.99
Spektrum,S660,-,,59.44,28.96,55.12,6.0,38.72,7.2,40.00,,,,,,,,,,,,,,,,,-,-,-,$22.99
Spektrum,S662,Digital,,,,,6.0,10.08,7.4,12.24,8.4,12.96,,,,,6.0,352.94,7.4,428.57,8.4,461.54,,,,,-,-,Metal,$51.99
Spektrum,S665,Digital,204.12,66.04,29.97,57.66,7.4,20.00,,,,,,,,,7.4,375.00,,,,,,,,,-,Dual Bearings,Steel,$49.99
Spektrum,S7110,Digital,56.98,40.39,20.32,25.15,6.0,9.36,7.4,11.52,8.4,12.96,,,,,,,,,,,,,,,-,-,Metal,$159.99
Spektrum,S904,Digital,,59.18,28.96,54.86,6.0,35.72,,,,,,,,,,,,,,,,,,,-,-,-,$54.99
Spektrum,S904HV,-,,59.18,28.96,54.86,6.0,35.72,,,,,,,,,6.0,272.73,,,,,,,,,-,-,-,$54.99
Spektrum,S905,-,,59.44,28.96,55.12,6.0,38.72,7.2,40.00,,,,,,,,,,,,,,,,,-,-,-,$57.99
Spektrum,S906,-,,59.18,28.96,54.86,,,,,,,,,,,,,,,,,,,,,-,-,-,$57.99
Spektrum,S9110BL,Digital,178.60,62.74,29.97,46.74,6.0,62.43,7.4,70.70,,,,,,,8.4,428.57,,,,,,,,,Brushless,-,Metal,$224.99
Spektrum,S9120BL,-,178.60,62.74,29.97,46.74,,,,,,,,,,,8.4,285.71,,,,,,,,,Brushless,-,Metal,$224.99
Spektrum,SX108,Analog,9.92,22.61,12.45,22.10,4.8,2.51,6.0,3.01,,,,,,,6.0,750.00,,,,,,,,,-,-,-,$17.99
Springrc,SE-C3406V,Digital,32.89,35.56,14.99,27.94,6.0,5.50,7.4,6.90,,,,,,,6.0,666.67,7.4,857.14,,,,,,,-,-,Titanium,-
Springrc,SE-C3408WV,Digital,34.87,34.04,16.26,27.94,6.0,7.00,7.4,8.30,,,,,,,6.0,600.00,7.4,750.00,,,,,,,-,-,Metal,-
Springrc,SE-C4407V,Digital,70.02,39.88,20.07,37.08,6.0,5.40,7.4,7.00,,,,,,,6.0,750.00,7.4,1000.00,,,,,,,-,-,Titanium,-
Springrc,SE-C4413V,Digital,70.02,39.88,20.07,37.08,6.0,10.51,7.4,13.90,,,,,,,6.0,500.00,7.4,600.00,,,,,,,-,-,Metal,$69.00
Springrc,SE-C4418T,Digital,70.02,39.88,21.08,36.07,6.0,15.30,7.4,18.00,,,,,,,6.0,400.00,7.4,500.00,,,,,,,-,-,Metal,-
Springrc,SM-S1121S,Analog,3.40,19.81,8.13,19.05,4.8,0.40,,,,,,,,,4.8,600.00,,,,,,,,,-,-,Plastic,-
Springrc,SM-S1131S,Analog,4.82,20.07,8.38,22.35,4.8,0.43,,,,,,,,,4.8,600.00,,,,,,,,,-,-,Plastic,-
Springrc,SM-S1141S,Analog,4.82,20.07,8.64,24.64,4.8,0.45,,,,,,,,,4.8,600.00,,,,,,,,,-,-,Plastic,-
Springrc,SM-S2213M,Digital,13.04,23.88,12.19,26.67,4.8,2.10,6.0,2.60,,,,,,,4.8,666.67,6.0,857.14,,,,,,,-,Single Bearing,Hybrid,$13.90
SpringRC,SM-S2213M,Digital,13.04,22.10,11.68,21.59,4.8,1.61,6.0,1.80,,,,,,,4.8,666.67,6.0,750.00,,,,,,,-,Single Bearing,Hybrid,$13.90
SpringRC,SM-S2309B,Analog,9.07,22.10,11.68,21.59,4.8,1.20,6.0,1.40,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Single Bearing,Plastic,-
Springrc,SM-S2309R,-,,,,,,,,,,,,,,,,,,,,,,,,,-,-,Metal,-
SpringRC,SM-S2309S,Analog,9.92,22.10,11.68,21.59,4.8,1.00,6.0,1.20,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,Plastic,$8.84
SpringRC,SM-S2313M,Analog,13.04,22.10,11.68,21.59,4.8,1.60,6.0,1.80,,,,,,,4.8,461.54,6.0,545.45,,,,,,,-,Single Bearing,Metal,-
Springrc,SM-S2412M,Digital,12.19,23.62,11.94,20.57,4.8,1.90,6.0,2.20,,,,,,,4.8,600.00,6.0,750.00,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S3217M,Digital,26.08,31.24,16.26,28.45,4.8,2.60,6.0,2.90,,,,,,,4.8,400.00,6.0,461.54,,,,,,,-,Dual Bearings,Metal,-
SpringRC,SM-S3317B,Analog,18.99,31.24,16.26,28.45,4.8,2.30,6.0,2.50,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Plastic,$4.06
SpringRC,SM-S3317H,Analog,24.10,31.24,16.26,28.45,4.8,2.60,6.0,2.80,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S3317M,Analog,26.08,31.24,16.26,28.45,4.8,2.80,6.0,3.00,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Metal,$33.99
Springrc,SM-S3317MR,-,26.08,31.24,16.51,28.70,4.8,1.90,6.0,2.20,,,,,,,4.8,352.94,6.0,461.54,,,,,,,-,-,Metal,-
Springrc,SM-S3317N,-,26.93,31.24,16.51,28.70,4.8,2.70,6.0,3.30,,,,,,,4.8,315.79,6.0,375.00,,,,,,,-,-,Metal,-
SpringRC,SM-S3317S,Analog,17.86,31.24,16.26,28.45,4.8,2.00,6.0,2.20,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Bushing,Plastic,$24.09
Cirrus,CS-3*,-,3.12,20.07,6.10,6.10,4.8,0.50,,,,,,,,,4.8,428.57,,,,,,,,,-,-,-,$49.95
Cirrus,CS-301*,-,8.50,22.86,12.70,20.32,4.8,1.51,6.0,1.80,,,,,,,4.8,400.00,6.0,500.00,,,,,,,-,Bushing,Plastic,$12.99
Cirrus,CS-302BB*,-,9.92,22.10,12.70,20.32,4.8,1.94,,,,,,,,,4.8,500.00,,,,,,,,,-,Single Bearing,Plastic,-
Cirrus,CS-30BB*,-,24.10,30.99,16.00,30.73,4.8,3.40,,,,,,,,,4.8,333.33,,,,,,,,,-,Single Bearing,-,$19.99
Cirrus,CS-35*,-,26.93,33.02,17.78,30.48,4.8,3.96,6.0,4.82,,,,,,,4.8,428.57,6.0,545.45,,,,,,,Brushed,Single Bearing,-,$24.99
Cirrus,CS-35MG*,-,30.90,33.02,17.78,30.48,4.8,3.96,6.0,4.82,,,,,,,4.8,428.57,6.0,545.45,,,,,,,Brushed,Single Bearing,-,$32.99
Cirrus,CS-36*,-,36.00,,,,4.8,3.20,,,,,,,,,,,,,,,,,,,-,Bushing,-,$9.99
Cirrus,CS-4.4*,Analog,4.54,27.94,7.37,15.75,4.8,1.12,,,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,-,$34.99
Cirrus,CS-4.9*,-,7.37,21.84,10.92,19.81,4.8,1.01,6.0,1.30,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,Plastic,$29.99
Cirrus,CS-400*,-,113.40,54.61,26.42,51.56,4.8,12.96,,,,,,,,,4.8,300.00,,,,,,,,,-,Single Bearing,-,-
Cirrus,CS-401MG*,-,15.59,29.46,12.95,25.91,4.8,3.60,6.0,4.10,,,,,,,4.8,400.00,6.0,428.57,,,,,,,-,Bushing,Metal,$24.99
Cirrus,CS-402BB*,-,9.92,27.94,12.70,33.02,4.8,2.45,,,,,,,,,4.8,333.33,,,,,,,,,-,Single Bearing,Plastic,-
Cirrus,CS-5.4*,-,5.39,19.81,7.87,17.53,4.8,0.79,6.0,0.94,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Bushing,Plastic,$24.99
Cirrus,CS-50*,-,41.96,38.61,18.80,32.00,4.8,3.20,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,-,-
Cirrus,CS-501BB*,-,26.08,41.91,21.59,22.10,4.8,4.68,6.0,5.47,,,,,,,4.8,461.54,6.0,545.45,,,,,,,-,Dual Bearings,Plastic,$29.99
Cirrus,CS-502MG*,-,33.74,41.91,21.59,22.10,4.8,5.98,6.0,8.06,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Metal,$29.99
Cirrus,CS-503RBB*,-,28.35,43.18,22.86,22.86,4.8,6.98,,,,,,,,,4.8,222.22,,,,,,,,,-,Dual Bearings,Plastic,-
Cirrus,CS-55*,-,45.36,40.64,20.32,35.56,4.8,3.07,,,,,,,,,4.8,300.00,,,,,,,,,Brushed,Bushing,-,$12.99
Cirrus,CS-59*,-,35.15,43.18,22.86,25.40,4.8,4.44,,,,,,,,,4.8,333.33,,,,,,,,,-,Single Bearing,-,$27.99
Cirrus,CS-6.2*,-,6.24,22.86,10.16,17.78,4.8,0.94,6.0,1.15,,,,,,,4.8,461.54,6.0,600.00,,,,,,,-,-,-,$16.95
Cirrus,CS-6.5*,-,9.07,30.48,10.16,25.40,4.8,0.60,6.0,0.81,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,-,$14.95
Cirrus,CS-600*,-,147.98,62.99,32.26,56.39,4.8,23.98,,,,,,,,,4.8,272.73,,,,,,,,,-,Single Bearing,-,-
Cirrus,CS-601BB*,Analog,53.86,40.64,20.32,38.10,4.8,5.40,6.0,7.34,,,,,,,4.8,315.79,6.0,375.00,,,,,,,-,Single Bearing,Plastic,$16.95
Cirrus,CS-60BB*,-,44.79,40.64,20.07,37.85,4.8,3.70,,,,,,,,,4.8,428.57,,,,,,,,,-,Single Bearing,-,$16.99
Cirrus,CS-60MG*,-,55.00,40.64,20.07,37.85,4.8,4.54,,,,,,,,,4.8,352.94,,,,,,,,,-,Single Bearing,Metal,$21.99
Springrc,SM-S3317SR,-,18.99,31.24,16.51,28.70,4.8,1.40,6.0,1.70,,,,,,,4.8,400.00,6.0,500.00,,,,,,,-,-,Hybrid,-
SpringRC,SM-S3471M*,Digital,30.05,35.56,15.24,30.23,4.8,3.20,6.0,4.00,,,,,,,4.8,750.00,6.0,1000.00,,,,,,,Coreless,Dual Bearings,Metal,$25.10
Springrc,SM-S3473M,Digital,34.87,35.56,15.24,30.48,4.8,3.00,6.0,3.80,,,,,,,4.8,750.00,6.0,1000.00,,,,,,,Coreless,Dual Bearings,Copper,-
SpringRC,SM-S3481M*,Digital,30.05,35.56,15.24,30.23,4.8,5.00,6.0,6.20,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Dual Bearings,Metal,$26.43
Springrc,SM-S3483M,Digital,34.87,35.56,15.24,30.48,4.8,4.30,6.0,5.30,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Copper,-
SpringRC,SM-S4209M,Digital,56.98,41.91,20.57,39.62,4.8,8.71,6.0,9.62,,,,,,,4.8,461.54,6.0,545.45,,,,,,,Coreless,Dual Bearings,Metal,$39.00
SpringRC,SM-S4212M,Digital,60.10,41.91,20.57,39.62,4.8,11.79,6.0,12.69,,,,,,,4.8,400.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,-
SpringRC,SM-S4303B,Analog,43.94,41.91,20.57,39.62,4.8,3.47,6.0,4.36,,,,,,,4.8,352.94,6.0,428.57,,,,,,,-,Dual Bearings,Plastic,-
SpringRC,SM-S4303R,Analog,43.94,41.91,20.57,39.62,4.8,3.30,6.0,4.80,,,,,,,4.8,352.94,6.0,428.57,,,,,,,-,Dual Bearings,Hybrid,$33.99
SpringRC,SM-S4303S,Analog,39.97,41.91,20.57,39.62,4.8,3.18,6.0,4.16,,,,,,,4.8,300.00,6.0,333.33,,,,,,,-,Bushing,Hybrid,-
SpringRC,SM-S4306B,Analog,43.94,41.91,20.57,39.62,4.8,5.75,6.0,6.64,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Plastic,-
SpringRC,SM-S4306H*,Analog,56.98,41.91,20.57,39.62,4.8,5.75,6.0,6.84,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S4306R,Analog,43.94,41.91,20.57,39.62,4.8,5.00,6.0,6.20,,,,,,,4.8,300.00,6.0,352.94,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S4309H*,Analog,56.98,41.91,20.57,39.62,4.8,8.53,6.0,9.71,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S4309M,Analog,56.98,41.91,20.57,39.62,4.8,8.53,6.0,9.71,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Metal,$42.99
SpringRC,SM-S4309R,Analog,60.10,41.91,20.57,39.62,4.8,7.90,6.0,8.70,,,,,,,4.8,300.00,6.0,352.94,,,,,,,-,Dual Bearings,Metal,-
SpringRC,SM-S4312M,Analog,60.10,41.91,20.57,39.62,4.8,12.00,6.0,12.98,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Metal,$29.90
SpringRC,SM-S4315M,Analog,60.10,41.91,20.57,39.62,4.8,15.37,6.0,16.66,,,,,,,4.8,333.33,6.0,375.00,,,,,,,-,Dual Bearings,Metal,$23.99
SpringRC,SM-S4315R,Analog,60.10,41.91,20.57,39.62,4.8,14.50,6.0,15.40,,,,,,,4.8,315.79,6.0,375.00,,,,,,,-,Dual Bearings,Hybrid,-
Springrc,SM-S4316MV,-,62.09,41.40,20.57,39.88,6.0,13.40,7.4,16.00,,,,,,,6.0,250.00,7.4,315.79,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S4402H,Digital,39.97,40.39,20.32,36.07,4.8,3.10,6.0,3.60,,,,,,,4.8,666.67,6.0,1000.00,,,,,,,Brushless,Dual Bearings,Hybrid,-
Springrc,SM-S4405B,Digital,39.97,40.39,20.32,36.07,4.8,3.90,6.0,4.80,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Hybrid,-
Springrc,SM-S4405S,Digital,39.12,40.39,20.32,36.07,4.8,3.50,6.0,4.40,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Plastic,-
Springrc,SM-S4408M,Digital,51.03,40.64,20.07,28.45,4.8,7.00,6.0,8.60,,,,,,,4.8,461.54,6.0,545.45,,,,,,,Brushed,Dual Bearings,Metal,-
Springrc,SM-S4416M,Digital,62.09,40.64,21.08,38.10,4.8,13.11,6.0,16.10,,,,,,,4.8,333.33,6.0,461.54,,,,,,,Brushed,Dual Bearings,Metal,$113.09
SpringRC,SM-S4461M,Digital,39.97,40.39,20.32,37.08,4.8,5.96,6.0,6.75,,,,,,,4.8,375.00,6.0,428.57,,,,,,,Coreless,Dual Bearings,Metal,$45.90
SpringRC,SM-S4471M*,Digital,62.94,40.39,20.32,37.08,4.8,8.89,6.0,11.00,,,,,,,4.8,461.54,6.0,545.45,,,,,,,Coreless,Dual Bearings,Metal,$29.06
Springrc,SM-S4472M,Digital,62.94,40.39,20.32,37.08,4.8,9.10,6.0,11.20,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Dual Bearings,Metal,$43.90
SpringRC,SM-S4481M*,Digital,62.94,40.39,20.32,37.08,4.8,13.49,6.0,15.19,,,,,,,4.8,400.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$30.39
Springrc,SM-S4482M,Digital,62.94,40.39,20.32,37.08,4.8,11.70,6.0,13.50,,,,,,,4.8,400.00,6.0,500.00,,,,,,,Coreless,Dual Bearings,Metal,-
Springrc,SM-S4487MV,Digital,53.01,40.64,20.07,28.45,6.0,8.00,7.4,9.20,,,,,,,6.0,600.00,7.4,750.00,,,,,,,-,-,-,-
Springrc,SM-S4488MV,Digital,53.01,40.64,20.07,28.45,6.0,8.00,7.4,9.20,,,,,,,6.0,600.00,7.4,750.00,,,,,,,-,-,-,-
Springrc,SM-S4502H,-,39.12,40.39,20.32,36.07,4.8,2.50,6.0,3.10,,,,,,,4.8,545.45,6.0,750.00,,,,,,,-,Dual Bearings,Plastic,-
Springrc,SM-S4503S,-,39.12,40.39,20.32,36.07,4.8,2.90,6.0,3.30,,,,,,,4.8,428.57,6.0,500.00,,,,,,,-,-,Hybrid,-
Springrc,SM-S4504BW,-,39.12,40.39,20.32,35.81,4.8,4.90,6.0,6.00,,,,,,,4.8,285.71,6.0,352.94,,,,,,,-,-,-,-
Springrc,SM-S4505B,-,39.12,40.39,20.32,36.07,4.8,3.50,6.0,4.30,,,,,,,4.8,400.00,6.0,500.00,,,,,,,-,Dual Bearings,Plastic,-
Springrc,SM-S4505S,-,37.99,40.39,20.32,36.07,4.8,3.20,6.0,4.00,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,-,Plastic,-
Springrc,SM-S4511M,-,55.00,40.39,20.32,36.07,4.8,9.20,6.0,11.10,,,,,,,4.8,285.71,6.0,352.94,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S4515MT,-,56.98,40.39,20.32,40.13,6.0,12.80,7.4,15.01,,,,,,,6.0,285.71,7.4,352.94,,,,,,,-,-,-,-
Springrc,SM-S4568M,-,55.00,40.39,20.32,36.07,4.8,7.50,6.0,8.80,,,,,,,4.8,272.73,6.0,352.94,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S8166B,Analog,123.04,59.94,27.94,59.94,4.8,16.53,6.0,20.03,,,,,,,4.8,240.00,6.0,285.71,,,,,,,-,Dual Bearings,Plastic,-
SpringRC,SM-S8166M,Analog,153.94,59.94,27.94,59.94,4.8,30.06,6.0,33.05,,,,,,,4.8,240.00,6.0,285.71,,,,,,,-,Dual Bearings,Hybrid,$73.19
Springrc,SM-S8166MS,-,159.89,60.45,30.73,59.94,4.8,26.81,6.0,33.01,,,,,,,4.8,230.77,6.0,272.73,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S8166SC,-,159.89,60.45,30.73,59.94,4.8,26.81,6.0,33.01,,,,,,,4.8,230.77,6.0,272.73,,,,,,,-,Dual Bearings,Hybrid,-
SpringRC,SM-S8168B,Analog,125.02,59.94,27.94,59.94,4.8,20.03,6.0,25.04,,,,,,,4.8,300.00,6.0,352.94,,,,,,,-,Dual Bearings,Plastic,-
Springrc,SM-S8168R,-,125.02,60.45,30.73,59.94,4.8,15.01,6.0,18.00,,,,,,,4.8,315.79,6.0,285.71,,,,,,,-,Dual Bearings,Hybrid,-
Springrc,SM-S8330M,-,136.93,59.44,29.21,49.53,4.8,23.81,6.0,29.90,,,,,,,4.8,222.22,6.0,272.73,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S8466M,Digital,166.13,60.45,30.73,59.94,4.8,26.00,6.0,33.01,,,,,,,4.8,240.00,6.0,285.71,,,,,,,-,Dual Bearings,Metal,$40.00
Springrc,SM-S8467M,Digital,170.10,60.45,30.73,59.94,6.0,29.51,7.4,35.51,,,,,,,6.0,222.22,7.4,250.00,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S9060,Analog,343.03,80.01,43.94,78.99,6.0,47.01,7.4,60.01,,,,,,,6.0,300.00,7.4,375.00,,,,,,,-,Dual Bearings,Metal,-
Springrc,SM-S9060D,Digital,752.11,128.02,49.02,76.96,,,,,,,,,,,12.0,300.00,,,,,,,,,-,-,Steel,-
Springrc,SM-S9200,Digital,752.11,128.02,49.02,76.96,,,,,,,,,,,12.0,300.00,,,,,,,,,-,-,Steel,-
SpringRC,SR-401P,Analog,43.94,40.13,20.32,41.40,6.0,3.80,7.4,4.16,,,,,,,6.0,333.33,7.4,375.00,,,,,,,-,Single Bearing,Plastic,-
SpringRC,SR-402P,Analog,56.98,40.13,20.32,41.40,6.0,8.20,7.4,9.60,,,,,,,6.0,300.00,7.4,333.33,,,,,,,-,Single Bearing,Plastic,-
SpringRC,SR-403P,Analog,56.98,40.13,20.32,41.40,6.0,12.00,7.4,13.60,,,,,,,6.0,285.71,7.4,315.79,,,,,,,-,Dual Bearings,Metal,-
Springrc,SR121,-,7.94,20.07,8.13,20.83,4.8,0.90,6.0,1.10,,,,,,,4.8,500.00,6.0,666.67,,,,,,,-,-,-,-
